Missing,
https://twitter.com/cruzrojaecuador/status/723360722319626241,Trabajamos sin descanso. Realizamos Búsqueda y Rescate de afectados por #Terremoto #Sismo #Ecuador
https://twitter.com/dayannamonroy/status/721934961675268096,"Sigue la búsqueda. Ellos esperan a Vanesa, hoy es su cumpleaños, podría estar con vida en los escombros. #Terremoto"
https://twitter.com/ecuavisa/status/722554522963353600,#TerremotoEcuador Familias buscan a desaparecidos mediante las redes sociales : http://bit.ly/23INN61 
https://twitter.com/shababaty/status/722267913084923907,Iniciativa ciudadana #DesaparecidosEC Recopila info sobre desaparecidos http://bit.ly/1WBtBxx  #TerremotoEcuador 
https://twitter.com/CNNEE/status/721795776398159872,Colombia busca conciudadanos desaparecidos tras el terremoto de Ecuador http://cnn.it/269gfgj  #TerremotoEcuador
https://twitter.com/JohnsonSaenz_/status/722619114435518464,AYÚDANOS A ENCONTRARLOS!!! ESTÁN #DESAPARECIDOS #TerremotoEcuador 
https://twitter.com/Xavi182Emelec/status/722120069732507651,En Portoviejo desaparecidos desde hace tiempo Pilas #TerremotoEcuador @El_Padrinator
https://twitter.com/elcomerciocom/status/726062256111259648,#TerremotoEcuador: La cifra de desaparecidos tras el terremoto bajó de 42 a 33 » http://bit.ly/CifraBaja 
https://twitter.com/Blankimonki/status/722156527826640897,RT URGENTE. #TerremotoEcuador @icampana creó un portal para buscar a desaparecidos. Link http://desaparecidos.domo.ec/ 
https://twitter.com/JohnsonSaenz_/status/722619429729734656,Están #DESAPARECIDOS AYÚDANOS A ENCONTRARLOS RT #TerremotoEcuador
https://twitter.com/carlosnareaf/status/721761458137219072,"Este niño está perdido en Pedernales. Por favor, cualquier info es bienvenida. Se llama José David."
https://twitter.com/Tania32132/status/721740805040263168,"Ayuda. Desaparecidos: Carlos Andres Chacon, Myriam Elizabeth Jiménez y niño #Pedernales #TerremotoEcuador #ECU911"
https://twitter.com/JornadaMendoza/status/726529854477213698,#Ecuador: Buscan a diez argentinos desaparecidos en el #Terremoto http://www.jornadaonline.com/tw/154892 
https://twitter.com/SeguridadBlanca/status/721840580368707584,Fuente confiable donde estén los nombres de los desaparecidos y/o fallecidos? #terremoto #ecuador #desaparecidosecuador #desaparecidosec
https://twitter.com/SeguridadBlanca/status/721838136586813442,https://drive.google.com/folderview?id=0B9TKzj3mPI-LMVllb25fcGpSWkk&usp=sharing … Desaparecidos por el #terremoto en #Ecuador
https://twitter.com/jarii_la/status/722096760705937408,#DesaparecidosEC su ayuda por favor con su ayuda están desaparecidos toda la familia viven en CANOA por favor 
https://twitter.com/ferpesantez/status/721540621119447040,URGENTE en Canoa hay gente atrapada en estructuras y no llega ayuda me confirma una amiga. Difundan x favor #TerremotoEcuador @tomebamba
https://twitter.com/ShirCath/status/722271476657860608,@La_Kathu @Mirellamusic por favor DIFUNDIR! Necesitan rescate Urgente #TerremotoEcuador #EcuadorSomosTodos ??
https://twitter.com/PamelaVParra/status/721558591942041600,En #Pedernales y #bahiadecaraquez hay gente atrapada en los escombros. Piden ayuda urgente. #TerremotoEcuador
https://twitter.com/ferpesantez/status/721540621119447040,URGENTE en Canoa hay gente atrapada en estructuras y no llega ayuda me confirma una amiga. Difundan x favor #TerremotoEcuador @tomebamba
https://twitter.com/Don_Silvin/status/721802146333794305,#DesaparecidosEC Nelson Sanchez y su bebé de 4 meses desaparecidos en Portoviejo la familia está preocupada 
https://twitter.com/JoseRCCC/status/721926049093824512,Lista de desaparecidos @DonBurroReal #DesaparecidosEC 
https://twitter.com/MARYDU1982/status/722119217068253184,"#DesaparecidosEC Ayuden están desaparecidos en manta Anita López,Alex Tixilima,Erick,orly,Emily Tixilima López son6 "
https://twitter.com/EcuadorSeguro1/status/722123917196963841,Línea 1800 DELITO (335496) Opción 3 Desaparecidos habilitada para reportar #DesaparecidosEC #EcuadorListoYSolidario
https://twitter.com/adrianareyesu/status/722123889975955457,Por favor desaparecidos en Jama Patricia Caicedo y Reonel Castillo #DesaparecidosEC 
